CODIGO;DESCRIPCION;UNIDAD;COSTO_PROMEDIO_BS;COSTO_PROMEDIO_$;ENTRADA;SALIDA;EXISTENCIA;CATEGORIA;ESTADO
CON-0001;AMBIENTADORES;UND;;9.1;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
HER-0001;ASPIRADORA INDUSTRIAL RIDGID;UND;;495.92;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0002;ARNES DE SEGURIDAD;UND;;55.0;4.0;2.0;2.0;HERRAMIENTAS;ACTIVO
CON-0002;ACEITE 15W-40 PARA MOTOR MARCA LUBRIC MOK;LITRO;;0.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0003;ACEITE CASTROL 10W-30;LITRO;;0.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
PIN-0001;PINTURA AV2000 MONTAFIX SATINADO A0647;GALON;;26.46;14.0;14.0;0.0;PINTURA;ACTIVO
MAT-0001;"ARANDELA PLANA DE 1/2""";UND;;0.0;40.0;40.0;0.0;MATERIALES;ACTIVO
MAT-0002;ARENA LAVADA (SACO);SACO;;0.69;56.0;56.0;0.0;MATERIALES;ACTIVO
ELE-0001;"ADAPTADOR EMT MACHO 1/2""";UND;;18.0;45.0;13.0;32.0;ELECTRICIDAD;ACTIVO
ELE-0002;"ABRAZADERAS EMT 3/4"" DE DOS PATAS";UND;;2.5;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
MAT-0003;ALAMBRE (ROLLO);ROLLO;;3.79;19.0;19.0;0.0;MATERIALES;ACTIVO
MAT-0004;ARANDELA PLANA 5/8 4MM;UND;;4.9;120.0;120.0;0.0;MATERIALES;ACTIVO
MAT-0005;ARENA LAVADA (MTRS);M3;;12.17;6.7;6.7;0.0;MATERIALES;ACTIVO
MAT-0006;ARENA CERNIDA (BOLSA);SACO;;3.22;67.0;46.0;21.0;MATERIALES;ACTIVO
ELE-0003;ABRAZADERA 1 PATA EMT 3/4;UND;;2.7;51.0;51.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0007;ARENA CERNIDA MT3;M3;;24.34;6.5;6.5;0.0;MATERIALES;ACTIVO
HER-0003;"ARCO PARA SEGUETA 12""";UND;;5.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
ELE-0004;APAGADOR SENCILLO TROEN;UND;;2.5;12.0;3.0;9.0;ELECTRICIDAD;ACTIVO
ELE-0005;APAGADOR DOBLE TROEN;UND;;2.5;7.0;1.0;6.0;ELECTRICIDAD;ACTIVO
PLO-0001;"ADAPTADOR PVC MACHO DE 1""";UND;;2.88;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0002;"ADAPTADOR HEMBRA A/F 1/2""";UND;;6.57;2.0;2.0;0.0;PLOMERIA;ACTIVO
MAT-0008;ALAMBRE LISO;ROLLO;;3.45;33.0;33.0;0.0;MATERIALES;ACTIVO
PIN-0002;ADESI-TOP HIDROFIGO #205;GALON;;0.0;1.0;1.0;0.0;PINTURA;ACTIVO
ELE-0006;"ADAPTADOR DE ELECTRICIDAD 1""";UND;;1.8;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0007;APAGADORES DOBLE;UND;;9.4;40.0;35.0;5.0;ELECTRICIDAD;ACTIVO
ELE-0008;APAGADORES TRIPLES;UND;;9.74;6.0;3.0;3.0;ELECTRICIDAD;ACTIVO
MAT-0009;ANGULOS GALVANIZADOS DE HIERRO;BARRA;;35.8;10.0;10.0;0.0;MATERIALES;ACTIVO
PLO-0003;"ANILLO 3/4X1/2"" DE A/F";UND;;0.46;3.0;3.0;0.0;PLOMERIA;ACTIVO
MAT-0010;ANGULOS DE ALUMINIO PARA PORTABORRADORES 2X1X1/16;BARRA;;49.0;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0011;ANGULO 3/4X3/4 NATURAL;BARRA;;23.0;39.0;39.0;0.0;MATERIALES;ACTIVO
PLO-0004;ASPERSOR DE RIEGO;UND;;7.38;30.0;13.0;17.0;PLOMERIA;ACTIVO
PLO-0005;ABRAZADERA PVC;UND;;2.61;8.0;8.0;0.0;PLOMERIA;ACTIVO
MAT-0012;ANGULO BLANCO;BARRA;;10.0;10.0;10.0;0.0;MATERIALES;ACTIVO
ELE-0009;"ABRAZADERA 1/2"" UNA PATA";UND;;5.6;137.0;89.0;48.0;ELECTRICIDAD;ACTIVO
HER-0004;ASPIRADORA;UND;;0.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
MAT-0013;ANGULOS DE ALUMINIO;BARRA;;25.0;156.0;143.0;13.0;MATERIALES;ACTIVO
ELE-0010;ANILLO 3/4 EMT;UND;;2.0;50.0;26.0;24.0;ELECTRICIDAD;ACTIVO
ELE-0011;"ANILLOS 1"" EMT";UND;;2.0;9.0;3.0;6.0;ELECTRICIDAD;ACTIVO
ELE-0012;ANILLOS 1/2 EMT;UND;;2.0;33.0;5.0;28.0;ELECTRICIDAD;ACTIVO
ELE-0013;ALARMAS ANTI-INCENDIOS;UND;;25.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
HER-0005;ALICATE MANUAL;UND;;5.25;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
ELE-0014;APAGADORES SENCILLOS;UND;;6.16;22.0;22.0;0.0;ELECTRICIDAD;ACTIVO
HER-0006;ASPIRADORA RIGID;UND;;400.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0007;ASPIRADORA ERGORAPIDO PEQUEÑA;UND;;650.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
MAT-0014;AQUAPEL 2 GRIS SACO 12KG;SACO;;0.29;1.0;0.5;0.5;MATERIALES;ACTIVO
CON-0004;ESTOPA;KG;;10.0;5.0;5.0;0.0;CONSUMIBLES;ACTIVO
MAT-0015;ANGULO HN 30X30X3MMX6MTS;BARRA;;19.26;7.0;7.0;0.0;MATERIALES;ACTIVO
CON-0005;BOLSAS DE PAPELERA;UND;;0.05;143.0;132.0;11.0;CONSUMIBLES;ACTIVO
PIN-0003;1/4 BARNIZ SELLADOR NITRO ABRACOL;GALON;;19.0;1.5;1.0;0.5;PINTURA;ACTIVO
PIN-0004;BANDEJA DE RODILLO GRANDE;UND;;8.16;3.0;0.0;3.0;PINTURA;ACTIVO
PIN-0005;BANDEJA DE RODILLO PEQUEÑA;UND;;3.47;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0006;"BROCHAS 5"" USADAS";UND;;9.46;5.0;5.0;0.0;PINTURA;ACTIVO
PIN-0007;BARNIZ MARCA REINCO;GALON;;40.0;1.0;1.0;0.0;PINTURA;ACTIVO
PIN-0008;BARNIZ NATURAL MATE MENEQUIN 1/4;GALON;;40.0;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0009;BLANCO SATINADO ESMALTE;GALON;;45.0;4.0;2.0;2.0;PINTURA;ACTIVO
MAT-0016;BISAGRAS CUADRADAS PARA PUERTAS;UND;;10.88;44.0;15.0;29.0;MATERIALES;ACTIVO
HER-0008;BOTAS DE SEGURIDAD;PAR;;16.26;7.0;7.0;0.0;HERRAMIENTAS;ACTIVO
MAT-0017;BASE DE ANCLAJE 30X30X8MM;UND;;12.83;20.0;20.0;0.0;MATERIALES;ACTIVO
MAT-0018;BARRA ROSCADA 5/8X2MTRS;BARRA;;3.8;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0019;BASE DE ANCLAJE 24X24X8MM;UND;;0.0;10.0;10.0;0.0;MATERIALES;ACTIVO
HER-0009;BATEA;UND;;20.0;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
MAT-0020;BASE DE ANCLAJE 30X30X12MM;UND;;0.0;10.0;10.0;0.0;MATERIALES;ACTIVO
MAT-0021;BLOQUE DE ARCILLA N15;UND;;0.6;506.0;506.0;0.0;MATERIALES;ACTIVO
MAT-0022;BASES DE MICROFONOS PARA PODIO;UND;;0.0;4.0;0.0;4.0;MATERIALES;ACTIVO
PIN-0010;BRILLO DE SEDA BLANCO;GALON;;59.48;1.0;0.5;0.5;PINTURA;ACTIVO
MAT-0023;BRAZO HIDRAULICO PARA PUERTA;UND;;4.0;13.0;12.0;1.0;MATERIALES;ACTIVO
PIN-0011;BLANCO SATINADO CAUCHO;GALON;;38.77;3.0;3.0;0.0;PINTURA;ACTIVO
PIN-0012;BRILLO DE SEDA SOFITO A+B;GALON;;54.69;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0013;BRILLO DE SEDA BASE PASTEL CASA DE WILSON;GALON;;36.0;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0014;BLANCO DURAZNO BRILLO DE SEDA;GALON;;36.0;0.0;0.0;0.0;PINTURA;ACTIVO
PIN-0015;BASE PASTEL CAUCHO CASA WILSON;GALON;;36.0;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0016;BLANCO MODERNO COD 6126;GALON;;36.0;0.0;0.0;0.0;PINTURA;ACTIVO
ELE-0015;BOMBILLOS LED 12W;UND;;2.0;10.0;10.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0024;BALDOSA LIVORCO BRILLANTE 59.4X5;CAJA;;39.65;241.0;241.0;0.0;MATERIALES;ACTIVO
HER-0010;BATIDORA;UND;;0.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
PLO-0006;BOMBA 1/2 HP;UND;;0.0;1.0;0.0;1.0;PLOMERIA;ACTIVO
ELE-0016;BASE DE FOTOCELDA;UND;;8.0;27.0;25.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0017;BOMBILLO DICROICO;UND;;3.0;19.0;0.0;19.0;ELECTRICIDAD;ACTIVO
ELE-0018;BALASTRO 24W;UND;;2.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
PLO-0007;BOLA FLOTANTE;UND;;2.5;3.0;0.0;3.0;PLOMERIA;ACTIVO
PLO-0008;BRAZO DE DUCHA 45°;UND;;3.25;5.0;0.0;5.0;PLOMERIA;ACTIVO
ELE-0019;BALASTRO 48W;UND;;5.0;9.0;0.0;9.0;ELECTRICIDAD;ACTIVO
PIN-0017;"BROCHA 2""";UND;;2.5;26.0;22.0;4.0;PINTURA;ACTIVO
CON-0006;BOBINA DE PAPEL CRAFT NUEVA;ROLLO;;30.21;6.0;2.0;4.0;CONSUMIBLES;ACTIVO
HER-0011;BRAGAS;UND;;36.0;17.0;0.0;17.0;HERRAMIENTAS;ACTIVO
PIN-0018;"BROCHAS 5""";UND;;6.0;42.0;36.0;6.0;PINTURA;ACTIVO
PIN-0019;"BROCHAS 3""";UND;;2.07;10.0;10.0;1.0;PINTURA;ACTIVO
PIN-0020;"BROCHAS 1""";UND;;1.25;4.0;4.0;0.0;PINTURA;ACTIVO
MAT-0025;BASE PARA TELEVISOR CON RUEDAS;UND;;95.89;1.0;0.0;1.0;MATERIALES;ACTIVO
ELE-0020;BOMBILLOS LED LARGOS;UND;;3.48;54.0;51.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0021;BREAKERS SENCILLO 30AMP;UND;;9.09;6.0;0.0;6.0;ELECTRICIDAD;ACTIVO
ELE-0022;BREAKERS DOBLES 50AMP;UND;;12.67;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0023;BREAKERS SENCILLOS 20AMP;UND;;2.73;4.0;0.0;4.0;ELECTRICIDAD;ACTIVO
CON-0007;BOLSAS NEGRAS;UND;;0.48;73.0;43.0;20.0;CONSUMIBLES;ACTIVO
ELE-0024;BATERIA ALCALINA 9V MAXELL;UND;;0.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0025;BATERIAS AA;UND;;1.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0026;BOMBILLOS AHORRADORES LED 9W;UND;;4.12;6.0;6.0;0.0;ELECTRICIDAD;ACTIVO
HER-0012;BOTAS PLASTICAS;PAR;;15.0;7.0;0.0;7.0;HERRAMIENTAS;ACTIVO
PIN-0021;"BROCHA DE 4""";UND;;8.5;26.0;18.0;12.0;PINTURA;ACTIVO
MAT-0037;CERAMICA 1.20 X 60;UND;;22.0;14.0;0.0;14.0;MATERIALES;ACTIVO
CON-0016;CABLE THW 14;MTR;;1.15;0.0;15.0;0.0;CONSUMIBLES;ACTIVO
CON-0017;CABLE THW 12;MTR;;1.25;0.0;41.0;0.0;CONSUMIBLES;ACTIVO
CON-0018;"CAMISAS MINIROLLER GOMA ESPUMA 2""";UND;;0.8;20.0;2.0;18.0;CONSUMIBLES;ACTIVO
CON-0019;"CAMISAS RODILLO MINIROLLER GOMA ESPUMA 4""";UND;;5.5;6.0;6.0;0.0;CONSUMIBLES;ACTIVO
PLO-0009;COBERTEX DE PISOS 3.79 LTS;GALON;;80.0;7.5;0.0;7.5;PLOMERIA;ACTIVO
PLO-0010;COLADOR PLASTICO BLANCO;UND;;2.5;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0011;CUÑETE PINTURA GRIS CONCRETO;CUÑETE;;90.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
CON-0020;CUÑETE PINTURA ROJA IMPERMEABILIZANTE;CUÑETE;;176.58;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
PLO-0012;CUÑETE PINTURA IMPERMEABILIZANTE TERRACOTA;CUÑETE;;176.58;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0013;COLOR LADRILLO CAUCHO;GALON;;35.32;3.0;0.0;3.0;PLOMERIA;ACTIVO
ELE-0027;"CLAVO ACERO 1"" (100 UND)";CAJA;;4.93;5.0;5.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0028;CEMENTO GRIS 42.50KG;SACO;;19.0;217.0;162.0;45.0;ELECTRICIDAD;ACTIVO
CON-0021;CAMISAS NEGRAS TALLA XL;UND;;4.93;78.0;15.0;63.0;CONSUMIBLES;ACTIVO
CON-0022;CAMISAS NEGRAS TALLA L;UND;;4.93;76.0;25.0;51.0;CONSUMIBLES;ACTIVO
CON-0023;CORREDERA TELESCOPICA;UND;;7.0;29.0;26.0;3.0;CONSUMIBLES;ACTIVO
HER-0013;"CODO A/F 90° 1/2""";UND;;6.5;10.0;10.0;0.0;HERRAMIENTAS;ACTIVO
HER-0014;"CONECTOR MACHO 1/2"" A/F";UND;;0.46;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
HER-0015;SOPORTES DE PIZARRA;UND;;2.15;4.0;4.0;0.0;HERRAMIENTAS;ACTIVO
ELE-0029;"CONECTOR MACHO 1""";UND;;2.0;36.0;0.0;36.0;ELECTRICIDAD;ACTIVO
ELE-0030;CABILLA ESTRIADA 10MM X 12M;BARRA;;19.99;92.0;92.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0031;CABILLA ESTRIADA 12MM X 12M;BARRA;;10.0;138.0;138.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0038;CABILLA ESTRIADA 1/2 X 6M;BARRA;;10.0;70.0;70.0;0.0;MATERIALES;ACTIVO
PLO-0014;CABILLA ESTRIADA 3/8 X 6M;BARRA;;10.0;45.0;45.0;0.0;PLOMERIA;ACTIVO
PLO-0015;CABILLA 5/8 X 12M;BARRA;;50.0;13.0;13.0;0.0;PLOMERIA;ACTIVO
PLO-0016;CAL EN POLVO 5KG;SACO;;11.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0017;"CLAVOS 2 1/2"" X12";CAJA;;0.0;8.0;8.0;0.0;PLOMERIA;ACTIVO
PLO-0018;"CLAVOS 2"" X12 PUNTA PARIS";CAJA;;0.0;5.0;5.0;0.0;PLOMERIA;ACTIVO
PLO-0019;"CODO 90° 1""";UND;;2.88;6.0;6.0;0.0;PLOMERIA;ACTIVO
PLO-0020;"CODO PVC A/F 45° 1/2""";UND;;2.3;13.0;12.0;1.0;PLOMERIA;ACTIVO
PLO-0021;"CODO A/N 90° 4""";UND;;3.0;4.0;4.0;0.0;PLOMERIA;ACTIVO
PLO-0022;"CODO A/F 90° 3/4""";UND;;3.0;10.0;10.0;0.0;PLOMERIA;ACTIVO
PLO-0023;"CADENA GALVANIZADA 1/2""";MTR;;22.0;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0024;CANDADO ANTICIZALLA 90MM;UND;;30.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0025;CERCHA 10CM X 6M;UND;;0.0;6.0;6.0;0.0;PLOMERIA;ACTIVO
PLO-0026;CERCHA 15CM X 6M;UND;;0.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0027;CODO A/N 50MM X 45°;UND;;2.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0028;CEMENTO VERDE 31953;UND;;0.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0029;CAJETIN CUADRADO 3/4 4X4 PLASTICO;UND;;2.0;18.0;18.0;0.0;PLOMERIA;ACTIVO
PLO-0030;CANALETA 20X10 2M;UND;;0.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0031;CANILLA PCP POCETA 1/2 X 5/8;UND;;3.16;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0032;"CEPILLO TALADRO 3""";UND;;5.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0033;"CEPILLO ALAMBRE ESMERIL 4""";UND;;5.5;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0034;"CEPILLO TALADRO 3""";UND;;4.5;4.0;4.0;0.0;PLOMERIA;ACTIVO
PLO-0035;"CLAVO DULCE 1 1/2"" X 14""";CAJA;;0.05;5.0;5.0;0.0;PLOMERIA;ACTIVO
MAT-0039;CAMISA NEGRA TALLA M;UND;;4.93;12.0;12.0;0.0;MATERIALES;ACTIVO
MAT-0040;CAMISA NEGRA TALLA 2XL;UND;;4.93;2.0;2.0;0.0;MATERIALES;ACTIVO
MAT-0041;"CLAVO ACERO RANURADO 3""";CAJA;;9.99;22.0;22.0;0.0;MATERIALES;ACTIVO
MAT-0042;CABILLAS ESTRIADAS 10MM X 6M;BARRA;;0.0;130.0;130.0;0.0;MATERIALES;ACTIVO
MAT-0043;CABILLAS ESTRIADAS 12MM X 6M;BARRA;;0.0;30.0;30.0;0.0;MATERIALES;ACTIVO
MAT-0044;CABILLAS ESTRIADAS 16MM X 6M;BARRA;;0.0;15.0;15.0;0.0;MATERIALES;ACTIVO
MAT-0045;CINTA SEGURIDAD PELIGRO 100M;ROLLO;;0.0;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0046;CERRADURA CASTOR 5.2MM X 22MM;UND;;4.0;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0047;"CODO 2"" 90°";UND;;1.72;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0048;CHUPON DE BOBINA;UND;;3.0;7.0;0.0;7.0;MATERIALES;ACTIVO
MAT-0049;CINTA MALLA DRYWALL;ROLLO;;5.43;2.0;0.0;2.0;MATERIALES;ACTIVO
PIN-0022;CERRADURA GAVETA BEST VALUE 600;UND;;0.0;4.0;4.0;0.0;PINTURA;ACTIVO
PIN-0023;"CODO ALTA PRESION 1/2""";UND;;2.5;2.0;2.0;0.0;PINTURA;ACTIVO
PIN-0024;"CURVA PVC 1/2""";UND;;2.5;12.0;12.0;0.0;PINTURA;ACTIVO
PIN-0025;"CODO 2"" 45°";UND;;1.42;2.0;2.0;0.0;PINTURA;ACTIVO
PIN-0026;CERRADURA BLINDADA NUEVA;UND;;1.5;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0027;OREJA PARA CANDADO 1-1/4 X 3/16;UND;;63.0;2.0;2.0;0.0;PINTURA;ACTIVO
PLO-0036;CERAMICA BLANCA 25X40;UND;;20.93;3.0;3.0;0.0;PLOMERIA;ACTIVO
CON-0024;CHAPA OKURE 2.10 X 0.80;UND;;0.15;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
PIN-0028;CUARZO GRIS CLARO JUMBO 3.20X1.80X12MM;UND;;340.0;1.0;1.0;0.0;PINTURA;ACTIVO
CON-0025;CINTA PVC NO ADHESIVA AIRE ACONDICIONADO;ROLLO;;1.47;15.0;15.0;0.0;CONSUMIBLES;ACTIVO
MAT-0050;CHAPA OKUME 1.22X2.44 3MM;UND;;26.0;2.0;2.0;0.0;MATERIALES;ACTIVO
ELE-0032;CERRADURA PALANCA BAÑO;UND;;31.0;11.0;11.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0051;"CLAVO ACERO 3/4"" 100UND";CAJA;;3.39;3.0;3.0;0.0;MATERIALES;ACTIVO
CON-0026;CODO PVC 1/2 X 45 A/F;UND;;0.28;5.0;5.0;0.0;CONSUMIBLES;ACTIVO
CON-0027;CEDRO 2.44X1.52X12MM;UND;;35.0;26.0;26.0;0.0;CONSUMIBLES;ACTIVO
CON-0028;COLADOR PARA PINTURA (10 UND);PAQ;;1.18;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
MAT-0052;"CLAVOS ACERO LISO 1""";CAJA;;4.16;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0029;CEDRO 2.30X14X2.5MM;UND;;18.0;2.0;2.0;0.0;CONSUMIBLES;ACTIVO
CON-0030;CUERPOS DE ANDAMIOS;UND;;0.0;5.0;0.0;5.0;CONSUMIBLES;ACTIVO
CON-0031;CROMATO DE ZINC VERDE;UND;;12.0;24.0;20.0;4.0;CONSUMIBLES;ACTIVO
CON-0032;CATALIZADOR 1/4;UND;;0.0;3.0;0.0;3.0;CONSUMIBLES;ACTIVO
CON-0033;COLCHONETAS;UND;;0.0;19.0;17.0;2.0;CONSUMIBLES;ACTIVO
CON-0034;CERA AUTOBRILLANTE;LT;;0.0;23.0;0.0;23.0;CONSUMIBLES;ACTIVO
CON-0035;CENTROPISO PLATEADO;UND;;10.01;10.0;5.0;5.0;CONSUMIBLES;ACTIVO
CON-0036;CAJETIN OCTAGONAL;UND;;5.0;34.0;16.0;18.0;CONSUMIBLES;ACTIVO
CON-0037;CONECTOR 1/2 EMT;UND;;2.5;38.0;4.0;34.0;CONSUMIBLES;ACTIVO
CON-0038;CANILLA PLASTICA;UND;;2.0;4.0;0.0;4.0;CONSUMIBLES;ACTIVO
CON-0039;CENTROPISO DORADO;UND;;6.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0040;CONTACTOR 30A;UND;;10.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0041;CONTACTOR 40A;UND;;10.0;0.0;0.0;0.0;CONSUMIBLES;ACTIVO
CON-0042;CONTACTOR 3 POLOS 4 VOLTEOS;UND;;15.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0043;CONECTOR PRESION 1/2 EMT;UND;;2.5;21.0;11.0;10.0;CONSUMIBLES;ACTIVO
CON-0044;CONECTOR MACHO 3/4 EMT;UND;;2.5;64.0;64.0;0.0;CONSUMIBLES;ACTIVO
CON-0045;COLADOR ENTRADA BOMBA;UND;;5.0;5.0;0.0;5.0;CONSUMIBLES;ACTIVO
CON-0046;CANILLAS DE ACERO;UND;;5.0;10.0;0.0;10.0;CONSUMIBLES;ACTIVO
CON-0047;CONDENSADORA ARRANQUE;UND;;12.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0048;CINTAS LED;UND;;28.0;53.0;0.0;53.0;CONSUMIBLES;ACTIVO
CON-0049;CEPILLOS ALAMBRE NUEVO;UND;;3.0;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0050;CURVAS EMT 3/4 90°;UND;;1.0;21.0;19.0;2.0;CONSUMIBLES;ACTIVO
CON-0051;"CURVAS PLASTICAS 1""";UND;;2.3;2.0;2.0;0.0;CONSUMIBLES;ACTIVO
CON-0052;CAJETINES ELECTRICIDAD 4X2;UND;;1.36;19.0;19.0;0.0;CONSUMIBLES;ACTIVO
ELE-0033;CASCOS AZULES;UND;;5.0;40.0;8.0;32.0;ELECTRICIDAD;ACTIVO
CON-0053;CASCOS GRISES;UND;;5.0;3.0;0.0;3.0;CONSUMIBLES;ACTIVO
CON-0054;CAMISA RODILLO PARED TEXTURIZADA;UND;;4.92;15.0;10.0;5.0;CONSUMIBLES;ACTIVO
ELE-0034;CAMISAS DE RODILLO TIPO ESMALTE;UND;;2.0;5.0;5.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0035;CEPILLOS DE ALAMBRE USADOS;UND;;2.5;4.0;0.0;4.0;ELECTRICIDAD;ACTIVO
ELE-0036;"CURVAS DE METAL 1""";UND;;2.0;4.0;1.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0037;"CURVAS DE METAL 3/4""";UND;;5.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0038;CARTUCHO TONER STAMRPRINT;UND;;0.0;4.0;0.0;4.0;ELECTRICIDAD;ACTIVO
ELE-0039;CASCOS BLANCOS;UND;;5.0;12.0;0.0;12.0;ELECTRICIDAD;ACTIVO
ELE-0040;CASCOS VERDES;UND;;5.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0041;CASCOS AMARILLOS;UND;;5.0;5.0;0.0;5.0;ELECTRICIDAD;ACTIVO
ELE-0042;CAMISA RODILLO PARED LISA;UND;;2.5;4.0;1.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0043;CERRADURAS DE GAVETA;UND;;5.0;6.0;4.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0044;CERRADURAS DE MUEBLE;UND;;4.0;14.0;0.0;14.0;ELECTRICIDAD;ACTIVO
ELE-0045;CORTAVIDRIOS;UND;;0.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0046;CALIBRES FULMINANTES DRYWALL;CAJA;;1.8;80.0;0.0;80.0;ELECTRICIDAD;ACTIVO
CON-0055;CLAVOS CABEZA LISA;CAJA;;0.02;400.0;0.0;400.0;CONSUMIBLES;ACTIVO
CON-0056;CLAVOS DE ACERO;CAJA;;8.9;63.0;20.0;43.0;CONSUMIBLES;ACTIVO
CON-0057;CONECTORES RJ45 CAT5E 1/4;PAQ;;7.99;75.0;0.0;75.0;CONSUMIBLES;ACTIVO
CON-0058;CLAVOS FULMINANTES CON ARANDELA;CAJA;;0.08;7.0;0.0;7.0;CONSUMIBLES;ACTIVO
PLO-0037;"CLAVOS RANURADOS 2""";CAJA;;6.27;1183.0;15.0;1168.0;PLOMERIA;ACTIVO
PLO-0038;CEPILLOS CERDAS DURAS;UND;;5.0;13.0;0.0;13.0;PLOMERIA;ACTIVO
PLO-0039;CEPILLOS CERDAS SUAVES;UND;;5.0;11.0;4.0;7.0;PLOMERIA;ACTIVO
ELE-0047;CONECTORES EMT 3/4;UND;;2.63;4.0;3.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0048;"CORNETAS 8"" TECHO USADAS";UND;;60.0;6.0;0.0;6.0;ELECTRICIDAD;ACTIVO
ELE-0049;CERRADURA MANILLA BLUEXPRESS 6411;UND;;2.7;80.0;47.0;33.0;ELECTRICIDAD;ACTIVO
PLO-0040;CUADROS DE PINTURA;UND;;0.0;5.0;5.0;0.0;PLOMERIA;ACTIVO
PLO-0041;CERROJO CILIN/MARIP ROSET/D;UND;;0.0;7.0;1.0;6.0;PLOMERIA;ACTIVO
CON-0059;"CURVA PVC 1/2""";UND;;8.0;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0060;"CLAVOS PUNTA PARIS 1.5""";CAJA;;3.44;10.0;10.0;0.0;CONSUMIBLES;ACTIVO
CON-0061;CINTA ANTIRESBALANTE 3M;ROLLO;;12.64;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0062;CEMENTO PLASTICO EDIL;GALON;;27.0;2.0;2.0;0.0;CONSUMIBLES;ACTIVO
